location	region	model	purchase_date	cost	source	path
None	None	A25F25F	None	12	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A25F9M	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A25FX2	None	20	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A25M25F	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A25M25M	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A52G3282	None	160	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A6F5M	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A6F9F	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A6M5F	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A6M9M	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A9M15F	None	12	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A9M25F	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	A9M9F	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AD8170AR	None	2.39	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AD8174AR	None	4.2	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ADP32	None	69	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ADP3D	None	250	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ADPS2	None	12	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ADPS2M	None	12	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AEL-11RV-B	None	199	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AID	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AID9158	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AID9515	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AID9517	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ADVI-VGA	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ADVI-VGA-16	None	150	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AID-2052	None	35	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AID-TOOL	None	1	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AKB	None	12	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AKBM2	None	12	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AKVM2	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AKVM2F	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AKVMF	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AMCPX2	None	12	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AMCPX3	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APCSDB25M	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APCSDB9F	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APKME	None	85	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APKMSUN	None	125	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APSAT	None	5	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APSMAC	None	150	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APSSM	None	35	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APSSUN	None	150	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	APSUSB	None	25	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARSVGA	None	225	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-CA0925-06	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-CA1818-07	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-CA2000-07	None	15	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-CA2525-06	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-MA1600	None	18	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-MA1609	None	18	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-MA1611	None	18	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-MA1625	None	18	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-MA4504	None	18	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ARU-RCBCKCC-TELCO	None	60	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASCSDB25F	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASCSDB25M	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASCSDB9F	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASCSDB9F-DCE	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASCSDB9M	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASGIVGA	None	185	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASKME	None	85	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASOGVGA	None	150	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ASUSB	None	85	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	ATKME	None	85	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AUATC	None	295	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AUATC-GOV	None	295	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AUKME	None	85	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AUPUSB 	None	235	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AUPUSBC	None	275	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AVGA	None	20	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AVGA2	None	20	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AVGACS	None	75	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AVGACS-GOV	None	75	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AVKM	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	AVKMF	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	BKTRM	None	12	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	BRKT1U	None	30	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	BRKT24	None	80	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	BRKT2U	None	55	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	BRKT4U	None	95	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	BRKT86	None	90	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	BRKTD	None	50	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	BRKTR	None	50	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CARUPCS-10	None	25	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV16M	None	110	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV16MG	None	115	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV16MP	None	115	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV18G	None	50	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV33M	None	140	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV66M	None	280	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV6M	None	65	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV6MG	None	70	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBKV99M	None	400	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBL08-25	None	10	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLDIAG	None	0.25	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLMC05	None	20	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLMC18	None	28	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLMC1M	None	25	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLMCMS	None	25	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLMS18	None	28	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLPG3M	None	65	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLPG6M	None	80	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLPV05	None	60	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLPV1M	None	70	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLPV2M	None	75	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLPV3M	None	80	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CBLPV6M	None	100	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCA20	None	40	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCA40	None	50	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-E1-256	None	9995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-E1-512	None	12995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-E1-512-GOV	None	12995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-G1	None	5995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-G1-GOV	None	5995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-V1-128	None	5695	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-V1-128-GOV	None	5695	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-V1-256	None	8995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-V1-256-GOV	None	8995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-2XE1-512	None	14995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-2XE1-1024	None	19995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-2XE1-1024-GOV	None	19995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-2xV1-256	None	12995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CC-2xV1-256-GOV	None	12995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-1	None	500	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-10	None	4000	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-100	None	30000	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-128	None	3695	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-1024	None	13995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-2048	None	19995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-25	None	8750	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-256	None	5995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-2500N-100-250	None	7200	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-2500N-50-100	None	5995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-2500N-50-250	None	11995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-384	None	7695	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-4096	None	24995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-5	None	2250	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-512	None	8995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-64	None	1995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-8192	None	29995	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-NOC100-50	None	3595	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-NOC100-250	None	7200	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-NOC250-2500N-50	None	250	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-NOC250-2500N-100	None	250	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-NOC250-2500N-250	None	7200	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
None	None	CCL-U	None	40000	Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls	data/raritan/Copy of Adobe 1-YR Synch Warranty Quote 2-22-2011.xls
